p;ingresopcf;housingQ;Wlocation;ToiletDrain;ToiletShare;HHschooling;Wsource;ToiletFacility;children;OlderAdults;ActiveMembers;Overcrowding;WorkingHours;bToiletLoc;Hlandfill;Hfloodplain;Hshanty;kitchen;laundry;garage;bCookingFuel;MonetaryAids;GoodsAids;OtherAids;HHgender;MedicalCov;HHemployed;pondera;bWlocation;iv3;biv3;iv4;iv4new;biv5;bWsource;ToiletLoc;bToiletFacility;CookingFuel;bToiletShare
0;9466.67;1;1;1;1;3;1;1;0;0;3;0.6;42;1;1;1;1;1;0;0;1;1;1;1;0;1;1;84;1;1;1;1;1;1;1;1;1;1;1
0;12000;1;1;1;1;4;1;1;0;1;0;0.33;0;1;1;1;1;1;0;0;1;1;1;1;1;1;0;213;1;1;1;1;1;1;1;1;1;1;1
0;22000;1;1;1;1;4;1;1;0;1;0;0.33;0;1;1;1;1;1;1;0;1;1;1;1;1;1;0;290;1;1;1;9;9;1;1;1;1;1;1
0;6000;1;1;1;1;6;1;1;0;1;1;0.67;0;1;1;1;1;1;0;0;1;1;1;1;1;1;0;451;1;1;1;9;9;1;1;1;1;1;1
0;31000;1;1;1;1;5;1;1;0;0;1;0.33;40;1;1;1;1;1;0;0;1;1;1;1;1;1;1;451;1;1;1;9;9;1;1;1;1;1;1
0;8250;1;1;1;1;4;1;1;0;1;1;0.4;0;1;1;1;1;1;1;0;1;1;1;1;1;1;0;205;1;1;1;9;9;1;1;1;1;1;1
1;3075;1;1;1;1;3;1;1;2;0;2;2;45;1;1;0;1;1;1;0;1;1;1;1;0;1;1;392;1;1;1;2;2;1;1;1;1;1;1
0;13233.3;1;1;2;1;2;2;1;1;0;2;1.5;48;1;1;1;1;1;0;0;0;1;1;1;1;1;1;121;1;1;1;1;1;1;0;1;1;2;1
0;6625;1;1;1;1;4;1;1;1;0;3;1;40;1;1;1;1;1;1;0;1;1;1;1;0;1;1;387;1;1;1;3;3;1;1;1;1;1;1
0;6000;1;1;1;1;4;1;1;0;1;0;0.5;0;1;1;1;1;1;0;0;1;1;1;1;1;1;0;156;1;1;1;2;2;1;1;1;1;1;1
0;6666.67;1;1;2;1;3;1;1;1;0;2;1.5;56;1;1;1;1;1;0;0;1;1;1;1;0;1;1;425;1;1;1;4;4;1;1;1;1;1;1
0;8333.33;1;1;1;1;6;1;1;0;0;3;1.5;70;1;1;1;1;1;1;1;1;1;1;1;1;1;1;212;1;1;1;3;3;1;1;1;1;1;1
0;5400;1;1;1;1;1;2;1;0;1;1;0.67;0;1;1;1;1;1;1;0;1;1;1;1;0;1;0;238;1;1;1;3;3;1;0;1;1;1;1
0;5000;1;1;1;1;4;1;1;1;0;2;3;0;1;1;1;1;1;1;1;1;1;1;1;1;1;0;190;1;1;1;2;2;1;1;1;1;1;1
1;3000;1;2;2;2;1;2;2;0;1;1;1;0;0;1;1;1;1;0;0;0;1;1;1;0;1;0;471;0;1;1;2;2;1;0;2;0;2;0
1;3633.33;1;1;1;1;5;1;1;1;0;2;3;84;1;1;1;1;1;0;1;1;0;1;1;1;1;1;465;1;1;1;1;1;1;1;1;1;1;1
1;1080;3;1;3;1;3;1;1;1;0;4;2.5;20;1;1;1;1;1;0;0;0;0;0;1;1;1;1;278;1;1;1;4;4;0;1;1;1;2;1
0;7300;1;1;1;1;1;1;1;0;0;1;0.33;8;1;1;1;1;1;1;0;1;1;1;1;1;1;1;136;1;1;1;3;3;1;1;1;1;1;1
1;2666.67;3;1;2;1;4;1;1;0;0;3;0.75;45;1;1;1;1;1;0;0;1;1;1;1;0;1;1;170;1;2;0;3;3;0;1;1;1;1;1
0;4375;1;1;1;1;6;1;1;1;0;3;2;4;1;1;1;1;1;0;0;1;1;1;1;0;1;1;136;1;1;1;3;3;1;1;1;1;1;1
0;4500;1;1;1;1;3;1;1;0;0;3;1.5;40;1;1;1;1;1;0;0;1;0;1;1;1;1;1;68;1;1;1;1;1;1;1;1;1;1;1
0;17500;1;1;1;1;4;1;1;0;0;2;2;18;1;1;1;1;1;1;0;1;1;1;1;0;1;1;421;1;1;1;9;9;1;1;1;1;1;1
0;19150;1;1;1;1;4;1;1;0;1;1;0.67;0;1;1;1;1;1;1;1;1;1;1;1;1;1;0;156;1;1;1;3;3;1;1;1;1;1;1
0;17925;1;1;2;1;5;1;1;0;2;0;0.67;0;1;1;1;1;1;0;1;1;1;1;1;1;1;1;209;1;1;1;3;3;1;1;1;1;1;1
0;5762.5;1;1;1;1;3;1;1;1;0;3;4;84;1;1;1;1;1;1;0;1;0;1;1;1;0;1;132;1;1;1;2;2;1;1;1;1;1;1
1;2000;1;1;1;1;6;1;1;0;0;2;0.67;8;1;1;1;1;1;1;1;1;1;1;1;1;0;1;200;1;1;1;9;9;1;1;1;1;1;1
0;10000;1;1;1;1;3;1;1;0;2;1;1;0;1;1;0;1;1;0;0;1;1;1;1;0;1;0;452;1;1;1;2;2;1;1;1;1;1;1
1;2000;1;1;1;1;4;1;1;3;0;2;1.25;72;1;1;1;1;1;0;1;1;1;1;1;0;0;1;492;1;1;1;1;1;1;1;1;1;1;1
0;20000;1;1;1;1;5;1;1;0;0;1;0.5;40;1;1;1;1;1;1;0;1;1;1;1;0;1;1;386;1;1;1;9;9;1;1;1;1;1;1
0;12500;1;1;1;1;1;1;1;0;1;1;1;0;1;1;0;1;1;0;0;1;1;1;1;1;1;0;487;1;1;1;4;4;1;1;1;1;1;1
1;3800;1;1;1;1;4;1;1;0;0;4;1.33;16;1;1;1;1;1;0;0;1;0;1;0;0;0;1;487;1;1;1;1;1;1;1;1;1;1;1
0;5100;1;1;1;1;4;1;1;0;1;1;0.67;0;1;1;1;1;1;0;0;1;0;1;1;0;1;0;479;1;1;1;2;2;1;1;1;1;1;1
0;18500;1;1;1;1;6;1;1;0;0;2;1;30;1;1;1;1;1;0;0;1;1;1;1;1;1;1;58;1;1;1;9;9;1;1;1;1;1;1
0;14000;1;1;1;1;4;1;1;1;0;2;1.5;16;1;0;0;1;1;1;0;1;1;1;1;0;1;1;11;1;1;1;1;1;1;1;1;1;1;1
0;6400;1;1;1;1;4;1;1;0;2;0;0.67;0;1;1;1;1;1;0;0;1;1;1;1;1;1;0;447;1;1;1;2;2;1;1;1;1;1;1
0;21500;1;1;1;1;6;1;1;0;0;2;1;48;1;1;1;1;1;1;0;1;1;1;1;0;1;1;150;1;1;1;1;1;1;1;1;1;1;1
0;12000;1;1;1;1;4;1;1;0;0;1;0.5;15;1;1;1;1;1;0;0;1;1;1;1;1;0;1;246;1;1;1;9;9;1;1;1;1;1;1
0;6400;1;1;1;1;6;1;1;0;1;0;0.5;0;1;1;1;1;1;0;0;1;1;1;1;1;1;0;230;1;1;1;2;2;1;1;1;1;1;1
0;12000;1;1;1;1;4;1;1;0;2;0;0.67;0;1;1;1;1;1;1;1;1;1;1;1;0;1;0;120;1;1;1;2;2;1;1;1;1;1;1
0;15000;1;1;1;1;6;1;1;0;0;1;0.33;0;1;1;1;1;1;1;0;1;1;1;1;1;1;0;284;1;1;1;1;1;1;1;1;1;1;1
0;10333.3;1;1;1;1;6;1;1;1;0;2;1;24;1;1;1;1;1;1;0;1;1;1;1;1;1;1;149;1;1;1;1;1;1;1;1;1;1;1
0;9500;1;1;1;1;3;1;1;0;1;1;0.67;0;1;1;1;1;1;1;0;1;1;1;1;0;1;0;285;1;1;1;2;2;1;1;1;1;1;1
0;15000;1;1;1;1;4;1;1;0;0;3;1;48;1;1;1;1;1;1;1;1;1;1;1;0;0;1;488;1;1;1;3;3;1;1;1;1;1;1
0;6800;1;1;1;1;5;1;1;0;1;0;0.5;0;1;1;1;1;1;0;0;1;1;1;1;1;1;0;488;1;1;1;1;1;1;1;1;1;1;1
0;13000;1;1;1;1;4;1;1;0;1;0;0.33;0;1;1;1;1;1;0;0;1;1;1;1;1;1;0;213;1;1;1;1;1;1;1;1;1;1;1
0;13250;1;1;1;1;3;1;1;0;0;2;0.5;0;1;1;0;1;1;0;0;1;1;1;1;1;1;0;186;1;1;1;2;2;1;1;1;1;1;1
0;11000;1;1;1;1;2;1;1;0;1;0;1;0;1;1;1;1;1;0;0;1;1;1;1;1;1;0;12;1;1;1;2;2;1;1;1;1;1;1
0;18333.3;1;1;1;1;6;1;1;1;0;2;3;30;1;1;1;1;1;0;0;1;1;1;1;1;1;1;12;1;1;1;2;2;1;1;1;1;1;1
0;26666.7;1;1;1;1;6;1;1;0;0;3;1;16;1;1;1;1;1;0;0;1;1;1;1;0;1;1;12;1;1;1;2;2;1;1;1;1;1;1
0;17500;1;1;1;1;6;1;1;0;0;2;0.5;28;1;1;1;1;1;0;0;1;1;1;1;0;1;1;415;1;1;1;9;9;1;1;1;1;1;1
0;27666.7;1;1;1;1;6;1;1;0;0;3;0.75;30;1;1;1;1;1;1;0;1;1;1;1;0;1;1;266;1;1;1;2;2;1;1;1;1;1;1
0;10500;1;1;1;1;5;1;1;0;0;2;0.67;0;1;1;1;1;1;1;1;1;1;1;1;0;1;0;156;1;1;1;2;2;1;1;1;1;1;1
0;6000;1;1;1;1;4;1;1;0;1;0;0.25;0;1;1;1;1;1;1;1;1;1;1;1;1;1;0;156;1;1;1;2;2;1;1;1;1;1;1
0;8100;1;1;1;1;4;1;1;0;0;1;0.5;6;1;1;1;1;1;1;1;1;1;1;1;1;0;1;17;1;1;1;2;2;1;1;1;1;1;1
0;6000;1;1;1;1;1;2;1;0;0;3;1.5;0;1;1;1;1;1;0;0;1;1;1;1;1;1;0;6;1;1;1;4;4;1;0;1;1;1;1
1;2666.67;3;3;3;3;3;1;1;1;0;2;1.5;0;0;1;0;1;1;0;0;0;1;1;1;1;1;0;326;0;2;0;4;4;0;1;2;1;2;0
0;5650;2;1;3;1;2;1;1;1;0;5;1.5;6;1;0;1;1;1;1;1;0;0;1;1;1;1;1;370;1;1;1;2;2;0;1;1;1;2;1
1;600;3;2;2;1;3;1;2;3;0;1;4;0;1;0;0;1;1;0;0;0;0;1;0;1;0;0;251;0;2;0;4;4;0;1;1;0;2;1
0;6200;1;1;1;1;3;1;1;0;1;0;0.5;0;1;1;1;1;0;1;1;1;1;1;0;1;1;0;235;1;1;1;2;2;1;1;1;1;1;1
0;6000;2;1;1;1;6;1;1;2;0;2;2;48;1;1;1;1;1;0;0;1;1;1;1;0;1;1;235;1;2;0;1;1;1;1;1;1;1;1
1;2333.33;1;1;3;1;2;1;1;0;0;3;0.75;0;1;1;0;1;1;1;0;1;1;1;1;0;0;0;319;1;1;1;2;2;1;1;1;1;1;1
0;7000;1;1;3;1;5;1;1;1;0;2;1;16;1;1;1;1;1;1;1;1;1;1;1;1;0;1;13;1;1;1;2;2;1;1;1;1;1;1
0;6455;1;1;2;1;2;1;1;3;0;5;2;40;1;1;0;1;1;1;1;0;0;1;1;0;1;1;13;1;1;1;4;4;1;1;1;1;2;1
1;1666.67;1;1;1;1;5;1;1;1;0;2;1;24;1;1;1;1;1;0;0;1;0;1;0;1;0;1;465;1;1;1;3;3;1;1;1;1;1;1
0;26000;1;1;1;1;6;1;1;0;0;2;1;40;1;1;1;1;1;0;0;1;1;1;1;0;1;1;350;1;1;1;1;1;1;1;1;1;1;1
0;5000;2;1;1;1;1;1;1;0;1;3;1.33;40;1;0;0;1;1;0;0;0;1;1;1;0;1;1;208;1;2;0;1;1;1;1;1;1;2;1
1;3666.67;2;1;3;1;4;1;2;0;0;3;1.5;20;1;1;0;0;1;0;0;0;1;1;1;1;1;1;131;1;2;0;4;4;1;1;1;0;2;1
0;7333.33;3;1;2;1;4;2;1;0;0;3;1.5;50;1;1;1;1;1;0;0;1;1;1;1;0;1;1;427;1;2;0;2;2;0;0;1;1;1;1
0;5500;1;1;3;1;4;2;1;0;0;1;0.25;0;1;1;0;1;1;1;0;1;1;1;1;1;1;0;262;1;1;1;4;4;1;0;1;1;1;1
0;26000;1;1;1;1;6;1;1;0;0;1;0.5;36;1;1;1;1;1;0;0;1;1;1;1;1;1;1;200;1;1;1;2;2;1;1;1;1;1;1
0;9200;1;1;1;1;2;1;1;0;0;5;2.5;40;1;1;1;1;1;0;0;0;1;1;1;1;0;1;482;1;1;1;1;1;1;1;1;1;2;1
0;33000;1;1;1;1;2;1;1;0;1;0;0.25;0;1;1;1;1;1;1;0;1;1;1;1;1;1;0;378;1;1;1;2;2;1;1;1;1;1;1
0;12100;1;1;1;1;6;1;1;0;1;0;0.5;24;1;1;1;1;1;0;0;1;1;1;1;1;1;1;472;1;1;1;1;1;1;1;1;1;1;1
0;13333.3;1;1;1;1;6;1;1;0;0;3;0.75;40;1;1;1;1;1;1;0;1;1;1;1;1;1;1;472;1;1;1;9;9;1;1;1;1;1;1
0;9150;1;1;1;1;2;1;1;0;2;0;1;0;1;1;1;1;1;0;0;1;1;1;1;0;1;0;11;1;1;1;1;1;1;1;1;1;1;1
0;17000;1;1;1;1;6;1;1;0;0;1;1;30;1;1;1;1;1;0;0;1;1;1;1;1;1;1;320;1;1;1;1;1;1;1;1;1;1;1
0;6000;1;1;1;1;6;1;1;2;0;2;2;40;1;1;1;1;1;0;0;1;1;1;1;0;1;1;281;1;1;1;9;9;1;1;1;1;1;1
0;10250;1;1;1;1;5;1;1;2;0;2;1.33;36;1;1;1;1;1;1;0;1;1;1;0;0;1;1;242;1;1;1;2;2;1;1;1;1;1;1
0;6000;1;1;1;1;3;1;1;0;1;1;1;0;1;1;1;1;1;1;0;1;1;1;1;0;1;0;449;1;1;1;1;1;1;1;1;1;1;1
1;3250;1;1;1;1;3;1;1;2;0;2;4;60;1;1;0;0;1;0;0;0;1;1;1;0;0;1;395;1;1;1;1;1;1;1;1;1;2;1
0;6866.67;1;1;1;1;3;1;1;0;0;3;1.5;74;1;1;1;1;1;0;0;1;1;1;1;0;1;1;84;1;1;1;2;2;1;1;1;1;1;1
0;20000;1;1;1;1;3;1;1;0;1;0;0.33;48;1;1;1;1;1;0;0;1;1;1;1;0;1;1;336;1;1;1;2;2;1;1;1;1;1;1
1;3750;1;1;1;1;5;1;1;1;0;3;1.33;45;1;1;1;1;1;1;0;1;1;1;1;0;1;1;149;1;1;1;1;1;1;1;1;1;1;1
0;13500;1;1;1;1;6;1;1;1;0;4;1.67;36;1;1;0;1;1;1;1;1;1;1;1;0;1;1;285;1;1;1;9;9;1;1;1;1;1;1
0;6200;1;1;1;1;3;1;1;1;0;3;1;45;1;1;1;1;1;0;0;1;0;1;1;0;1;1;12;1;1;1;9;9;1;1;1;1;1;1
0;7650;1;1;1;1;6;1;1;0;0;2;0.67;45;1;1;1;1;1;1;1;1;1;1;1;0;1;1;292;1;1;1;2;2;1;1;1;1;1;1
0;17500;1;1;1;1;6;1;1;2;0;2;1;30;1;1;1;1;1;0;0;1;1;1;1;1;1;1;149;1;1;1;2;2;1;1;1;1;1;1
0;10200;1;1;1;1;3;1;1;0;1;0;0.33;0;1;1;1;1;1;0;0;1;1;1;1;1;1;0;450;1;1;1;1;1;1;1;1;1;1;1
0;6666.67;1;1;1;1;4;1;1;0;0;3;1;40;1;1;1;1;1;1;0;1;1;1;1;0;1;1;488;1;1;1;1;1;1;1;1;1;1;1
0;18500;1;1;1;1;5;1;1;0;0;2;1;36;1;1;1;1;1;0;0;1;1;1;1;0;1;1;213;1;1;1;9;9;1;1;1;1;1;1
0;7750;1;1;1;1;5;1;1;0;0;4;1.33;36;1;1;1;1;1;0;0;1;1;1;1;0;0;1;432;1;1;1;1;1;1;1;1;1;1;1
0;18000;1;1;1;1;6;1;1;0;0;1;1;0;1;1;1;1;1;0;0;1;1;1;1;0;1;0;179;1;1;1;9;9;1;1;1;1;1;1
0;17000;1;1;1;1;6;1;1;0;1;2;3;35;1;1;1;1;1;0;0;1;1;1;1;1;1;1;12;1;1;1;2;2;1;1;1;1;1;1
0;14400;1;1;2;1;1;2;1;0;1;0;0.5;7;1;1;0;1;1;0;0;1;1;1;1;1;1;1;25;1;1;1;1;1;1;0;1;1;1;1
0;3960;1;1;1;1;3;1;1;1;0;4;1.67;45;1;1;1;1;1;0;0;0;1;1;1;0;1;1;155;1;1;1;3;3;1;1;1;1;2;1
1;2350;3;1;3;1;2;2;2;0;0;2;1;0;1;1;1;1;1;0;0;1;1;1;1;1;1;0;221;1;2;0;4;4;0;0;1;0;1;1
0;9000;1;1;1;1;4;1;1;2;0;3;1.67;54;1;1;0;1;1;0;0;1;1;1;1;1;1;1;349;1;1;1;1;1;1;1;1;1;1;1
0;8490;1;1;3;1;2;1;1;0;0;4;1.33;24;1;1;1;1;1;1;1;1;0;1;1;1;1;1;425;1;1;1;9;9;0;1;1;1;1;1
1;2500;1;1;2;1;2;2;1;0;0;4;1.33;0;1;1;0;1;1;0;0;1;1;1;1;0;1;0;443;1;1;1;2;2;1;0;1;1;1;1
0;6000;1;1;1;1;2;1;1;0;2;0;0.67;0;1;1;1;1;1;1;1;1;1;1;1;0;1;0;156;1;1;1;3;3;1;1;1;1;1;1
0;6800;1;1;2;1;4;1;1;0;2;2;1.33;0;1;1;1;1;1;1;0;0;1;1;1;0;1;0;370;1;1;1;1;1;1;1;1;1;2;1
0;8333.33;1;1;2;1;3;2;1;0;0;3;1;56;1;1;1;1;1;0;0;1;1;1;1;0;1;1;215;1;1;1;4;4;1;0;1;1;1;1
0;7000;1;2;2;1;3;2;2;0;0;4;1;40;1;1;1;1;1;1;0;1;0;1;1;1;0;1;222;0;1;1;2;2;1;0;1;0;1;1
0;4000;1;1;2;1;3;2;1;1;0;3;1.33;45;1;1;1;1;1;1;0;1;1;1;1;0;0;1;215;1;1;1;4;4;1;0;1;1;1;1
0;6200;1;1;3;1;4;1;1;0;2;0;0.67;0;1;1;1;1;0;0;1;1;1;1;1;1;1;0;209;1;1;1;3;3;1;1;1;1;1;1
0;16000;1;1;1;1;6;1;1;0;0;4;1;0;1;1;1;1;1;0;0;1;1;1;1;0;1;0;92;1;1;1;9;9;1;1;1;1;1;1
0;6000;1;1;1;1;2;1;1;0;1;0;0.5;0;1;1;1;1;1;1;0;1;1;1;1;1;1;0;9;1;1;1;1;1;1;1;1;1;1;1
0;7750;1;1;1;1;5;1;1;0;2;0;0.67;0;1;1;1;1;1;1;0;1;1;1;1;0;1;0;9;1;1;1;1;1;1;1;1;1;1;1
0;25000;1;1;1;1;6;1;1;0;0;2;0.67;45;1;1;1;1;1;1;0;1;1;1;1;1;1;1;255;1;1;1;2;2;1;1;1;1;1;1
0;15000;1;1;1;1;5;1;1;0;0;2;1;35;1;1;1;1;1;0;0;1;1;1;1;0;1;1;263;1;1;1;9;9;1;1;1;1;1;1
0;7450;1;1;1;1;5;1;1;0;0;2;0.67;21;1;1;1;1;1;0;0;1;1;1;1;1;1;1;199;1;1;1;2;2;1;1;1;1;1;1
0;17000;1;1;1;1;5;1;1;0;0;1;0.5;45;1;1;1;1;1;0;0;1;1;1;1;0;1;1;448;1;1;1;9;9;1;1;1;1;1;1
0;6350;1;1;1;1;1;1;1;0;2;0;0.5;0;1;1;1;1;1;1;0;1;1;1;1;0;1;0;56;1;1;1;9;9;1;1;1;1;1;1
1;3733.33;1;1;1;1;2;1;1;0;0;3;3;12;1;1;1;1;1;0;0;1;1;1;1;1;1;1;281;1;1;1;9;9;1;1;1;1;1;1
0;12000;1;1;1;1;2;1;1;0;1;0;0.25;0;1;1;1;1;1;0;0;1;1;1;1;1;1;0;467;1;1;1;2;2;1;1;1;1;1;1
0;13666.7;1;1;1;1;6;1;1;1;0;2;0.75;40;1;1;1;1;1;1;0;1;1;1;1;0;1;1;189;1;1;1;3;3;1;1;1;1;1;1
0;50000;1;1;1;1;6;1;1;0;0;3;1;35;1;1;1;1;1;1;1;1;1;1;1;0;1;1;189;1;1;1;2;2;1;1;1;1;1;1
0;24000;1;1;1;1;6;1;1;0;0;1;0.5;0;1;1;1;1;1;1;0;1;1;1;1;1;1;0;411;1;1;1;9;9;1;1;1;1;1;1
0;30000;1;1;1;1;6;1;1;0;1;1;1;56;1;1;1;1;1;0;0;1;1;1;1;1;1;1;158;1;1;1;9;9;1;1;1;1;1;1
0;7300;2;1;1;1;5;1;1;0;0;1;0.5;4;1;1;0;1;1;0;0;0;1;1;0;1;0;1;395;1;2;0;1;1;1;1;1;1;2;1
0;10000;1;1;1;1;2;1;1;0;1;0;0.33;0;1;1;1;1;1;1;0;1;1;1;1;1;1;0;494;1;1;1;9;9;1;1;1;1;1;1
0;10000;1;1;1;1;3;1;1;1;0;3;1.33;56;1;1;1;1;1;0;0;1;1;1;1;0;1;1;72;1;1;1;2;2;1;1;1;1;1;1
0;35000;1;1;1;1;6;1;1;0;1;0;0.2;0;1;1;1;1;1;1;1;1;1;1;1;1;1;0;322;1;1;1;2;2;1;1;1;1;1;1
0;7000;1;1;1;1;4;1;1;0;0;4;1;65;1;1;1;1;1;1;0;1;1;1;1;0;1;1;3;1;1;1;1;1;1;1;1;1;1;1
0;14666.7;1;1;1;1;2;1;1;1;0;2;3;40;1;1;1;1;1;0;0;1;1;1;1;0;1;1;12;1;1;1;2;2;1;1;1;1;1;1
0;17000;1;1;1;1;4;1;1;0;0;2;0.67;60;1;1;1;1;1;1;1;1;1;1;1;0;1;1;457;1;1;1;2;2;1;1;1;1;1;1
0;12250;1;1;1;1;5;1;1;0;0;2;0.33;49;1;1;1;1;1;1;1;1;1;1;1;1;1;1;138;1;1;1;1;1;1;1;1;1;1;1
0;13750;1;1;1;1;6;1;1;1;0;3;2;45;1;1;1;1;1;1;1;1;1;1;1;0;1;1;312;1;1;1;2;2;1;1;1;1;1;1
0;13875;2;1;1;1;6;1;1;1;1;2;0.8;40;1;1;1;1;1;0;0;1;1;1;1;0;1;1;7;1;1;1;2;2;0;1;1;1;1;1
0;8333.33;1;1;1;1;4;1;1;1;0;2;1.5;40;1;1;1;1;0;1;1;0;1;1;1;1;1;1;455;1;1;1;1;1;1;1;1;1;2;1
0;7800;1;1;1;1;6;1;1;0;1;0;1;0;1;1;1;1;1;0;0;1;1;1;1;1;1;0;12;1;1;1;2;2;1;1;1;1;1;1
0;17000;1;1;1;1;4;1;1;0;1;0;1;30;1;1;1;1;1;0;0;1;1;1;1;1;1;1;12;1;1;1;2;2;1;1;1;1;1;1
0;9400;1;1;1;1;3;1;1;0;1;1;0.67;0;1;1;1;1;1;1;0;1;1;1;1;1;1;0;4;1;1;1;1;1;1;1;1;1;1;1
0;17000;1;1;1;1;5;1;1;0;0;1;0.5;45;1;1;1;1;1;0;0;1;1;1;1;0;1;1;163;1;1;1;9;9;1;1;1;1;1;1
0;14300;1;1;1;1;4;1;1;0;0;1;0.33;45;1;1;1;1;1;1;0;1;1;1;1;0;1;1;42;1;1;1;2;2;1;1;1;1;1;1
0;8050;1;1;1;1;2;1;1;0;2;0;1;0;1;1;1;1;1;1;0;1;1;1;1;1;1;0;293;1;1;1;1;1;1;1;1;1;1;1
0;19000;1;1;1;1;6;1;1;0;0;2;0.67;0;1;1;1;1;1;1;1;1;1;1;1;1;1;0;293;1;1;1;1;1;1;1;1;1;1;1
0;10500;1;1;1;1;5;1;1;2;0;2;2;0;1;1;1;1;1;0;0;1;1;1;1;1;1;1;293;1;1;1;1;1;1;1;1;1;1;1
0;16000;1;1;1;1;6;1;1;0;0;1;0.33;0;1;0;0;1;1;0;1;1;1;1;1;1;1;0;315;1;1;1;2;2;1;1;1;1;1;1
0;6200;1;1;1;1;5;1;1;0;2;0;0.67;0;1;0;1;1;1;1;0;1;1;1;1;0;1;0;292;1;1;1;2;2;1;1;1;1;1;1
0;5397.5;1;1;2;1;1;1;1;0;2;2;1;0;1;1;0;1;1;1;0;1;1;1;1;0;1;0;238;1;1;1;2;2;1;1;1;1;1;1
1;3050;3;2;3;3;2;2;1;3;0;7;3.33;45;0;1;1;1;1;0;0;0;1;1;1;0;0;1;6;0;2;0;4;4;0;0;2;1;2;0
0;5000;1;1;1;1;4;1;1;1;0;3;1;45;1;1;1;1;1;1;0;1;1;1;1;0;1;1;317;1;1;1;9;9;1;1;1;1;1;1
1;2405;1;1;2;1;2;2;1;1;0;3;1;0;1;0;1;1;1;0;0;1;0;1;1;0;1;0;6;1;1;1;4;4;1;0;1;1;1;1
0;41000;1;1;1;1;6;1;1;0;0;1;0.5;30;1;1;1;1;1;0;0;1;1;1;1;1;1;1;129;1;1;1;9;9;1;1;1;1;1;1
0;9000;1;1;2;1;1;2;1;0;1;0;0.5;0;1;1;1;1;1;1;1;1;1;1;1;0;1;0;165;1;1;1;1;1;1;0;1;1;1;1
0;21000;1;1;2;1;5;2;1;0;2;0;0.67;0;1;1;1;1;1;1;1;1;1;1;1;0;1;0;435;1;1;1;3;3;1;0;1;1;1;1
0;8500;2;1;1;1;1;1;1;0;2;4;2;0;1;0;0;1;1;1;0;0;1;1;1;0;1;0;261;1;1;1;1;1;0;1;1;1;2;1
0;4333.33;1;1;1;1;4;1;1;0;0;3;1;50;1;1;1;1;1;1;1;1;0;1;1;0;1;1;417;1;1;1;2;2;1;1;1;1;1;1
0;6250;1;1;2;1;4;1;1;1;0;3;1.33;45;1;1;0;1;1;0;0;1;1;1;1;0;1;1;252;1;1;1;4;4;1;1;1;1;1;1
0;5200;1;1;2;1;1;2;1;0;1;0;0.5;0;1;1;1;1;1;0;1;1;1;1;1;1;1;0;215;1;1;1;4;4;1;0;1;1;1;1
0;4726.5;1;1;2;1;2;1;1;0;2;0;1;0;1;1;1;1;1;0;0;1;1;1;1;0;1;0;175;1;1;1;4;4;1;1;1;1;1;1
1;1450;3;1;1;1;4;1;1;0;0;4;2;0;1;1;1;1;1;0;0;1;1;1;1;1;0;0;492;1;1;1;4;4;0;1;1;1;1;1
0;4000;1;1;1;1;6;1;1;0;1;0;0.5;0;1;1;1;1;1;0;0;1;1;1;1;1;1;0;126;1;1;1;2;2;1;1;1;1;1;1
0;6000;1;1;1;1;6;1;1;0;0;4;0.67;40;1;1;1;1;1;1;1;1;1;1;1;0;1;1;245;1;1;1;2;2;1;1;1;1;1;1
0;19000;1;1;1;1;5;1;1;0;0;2;0.67;48;1;1;1;1;1;0;0;1;1;1;1;0;1;1;259;1;1;1;9;9;1;1;1;1;1;1
0;6416.67;1;1;1;1;4;1;1;1;0;5;1.5;48;1;1;1;1;1;1;0;1;1;1;1;0;0;1;444;1;1;1;2;2;1;1;1;1;1;1
1;1966.67;1;1;1;1;4;1;1;2;0;1;3;72;1;1;1;1;1;1;0;1;1;1;1;1;0;1;492;1;1;1;9;9;1;1;1;1;1;1
1;4500;1;1;1;1;4;1;2;0;0;1;0.25;10;1;1;1;1;1;0;0;1;1;1;1;0;0;1;23;1;1;1;9;9;1;1;1;0;1;1
0;9250;1;1;1;1;6;1;1;0;0;2;0.67;72;1;1;1;1;1;1;0;1;1;1;1;0;1;1;199;1;1;1;2;2;1;1;1;1;1;1
0;25000;1;1;1;1;6;1;1;0;0;4;1;20;1;1;1;1;1;1;0;1;1;1;1;0;1;1;314;1;1;1;1;1;1;1;1;1;1;1
0;12989;1;1;1;1;2;1;1;0;2;0;1;12;1;1;1;1;1;1;0;1;1;1;1;0;1;1;19;1;1;1;1;1;1;1;1;1;1;1
0;5666.67;1;1;1;1;2;1;1;0;0;3;1.5;40;1;1;1;1;1;0;0;1;1;1;1;0;1;1;242;1;1;1;2;2;1;1;1;1;1;1
0;14000;1;1;1;1;4;1;1;0;0;1;1;48;1;1;1;1;1;0;0;1;1;1;1;0;1;1;422;1;1;1;1;1;1;1;1;1;1;1
0;12400;1;1;1;1;4;1;1;0;1;0;0.33;0;1;1;1;1;1;1;0;1;1;1;1;1;1;0;467;1;1;1;1;1;1;1;1;1;1;1
0;17000;1;1;1;1;6;1;1;0;0;1;0.5;60;1;1;1;1;1;0;0;1;1;1;1;1;1;1;325;1;1;1;9;9;1;1;1;1;1;1
